,Name,Certificates
52973,The Younger the Better (1982),:X(self applied)
52974,The Youngest Profession (1943),:Passed(National Board of Review)
52975,The Youngest Profession (1943),:Approved(PCA #9065)
52976,The Yukon Patrol (1942),:Approved
52977,The Yum Yum Girls (1976),:R(certificate #25317)
52978,The Zebra Club (1986),:X
52979,The Zebra Force (1976),:PG
52980,The Zebra Killer (1974),:PG
52981,The Zeppelin 'Hindenburg' (1936),:Unrated
52982,The Zero Boys (1986),:R
52983,The Zero Hour (1939),:Approved
52984,The Zero Hour (1939),:Passed(National Board of Review)
52985,The Zero Theorem (2013),:R
52986,The Zodiac (2005),:R
52987,The Zodiac Couples (1970),:X
52988,The Zodiac Killer (1971),:R
52989,The Zombie Diaries (2006),:R
52990,The Zone (1995),:R
52991,The Zoo (1933),:Passed(National Board of Review)
52992,The Zoo Gang (1985),:PG-13
52993,The Zookeeper's Wife (2017),:PG-13(certificate #50083)
52994,The Zoot Cat (1944),:Approved(PCA #8989)
52995,The_Pact (2014),:PG(self applied)
52996,Theater of Blood (1973),:R(certificate #23502)
52997,Theeviravaathi: The Terrorist (1998),:Unrated
52998,Theft by Deception (2010),:PG-13(original rating)
52999,Their Big Moment (1934),:Passed(National Board of Review)
53000,Their Big Moment (1934),:Approved(PCA #50)
53001,Their Finest (2016),:R(certificate #50856)
53002,Their First Mistake (1932),:Passed(National Board of Review)
53003,Their Only Chance (1975),:G
53004,Their Own Desire (1929),:Approved
53005,Their Purple Moment (1928),:Passed
53006,Their Tender Moments (1978),:X(self applied)
53007,Theirs Is the Glory (1946),:Approved
53008,Thelma & Louise (1991),:R(No. 31011)
53009,"Thelonious Monk: Straight, No Chaser (1988)",:PG-13
53010,Them Thar Hills (1934),:Passed(National Board of Review)
53011,Them! (1954),":Approved(PCA #16752, General Audience)"
53012,Them! (2011),:R
53013,Themis (1940),:Unrated
53014,Then Came the Woman (1926),:Passed(National Board of Review)
53015,Then She Found Me (2007),:R
53016,Then There Was (2014),:R
53017,Theodora Goes Wild (1936),:Approved(PCA #2535)
53018,Theodore (2006),:PG-13
53019,Theodore (2009),:Unrated
53020,Theodore Rex (1995),:PG
53021,Theory of Revenge (2003),:Unrated
53022,Therapy (2007/II),:PG
53023,There Be Dragons (2011),:PG-13(certificate #46769)
53024,There Goes My Baby (1994),:R
53025,There Goes My Girl (1937),:Approved(PCA #3239)
53026,There Goes My Heart (1938),:Passed(National Board of Review)
53027,There Goes My Heart (1938),:Approved(PCA #4536)
53028,There Goes the Bride (1980),:PG(certificate #25790)
53029,There Goes the Groom (1937),:Approved(PCA #3561)
53030,There Goes the Neighborhood (1992),:PG-13(certificate #31593)
53031,There Is No 13 (1974),:R
53032,There It Is (1928),:Approved
53033,There She Goes (1926),:Passed(National Board of Review)
53034,There Was a Crooked Man... (1970),:R(certificate #22309)
53035,There Will Be Blood (2007),:R(certificate #43414)
53036,There's Always Tomorrow (1934),:Passed(National Board of Review)
53037,There's Always Tomorrow (1934),:Approved(certificate #51)
53038,There's Always Vanilla (1971),:R
53039,There's Always a Woman (1938),:Passed(National Board of Review)
53040,There's Always a Woman (1938),:Approved(PCA #4022)
53041,There's Good Boos To-Night (1948),:Approved(PCA #4300)
53042,There's No Business Like Show Business (1954),:Approved(PCA #17074)
53043,There's No Fish Food in Heaven (1998),:R
53044,There's No Place Like Utopia (2014),:PG-13
53045,There's Nothing Out There (1991),:Unrated
53046,There's Someone for Everyone (2009),:PG-13
53047,There's Something About Mary (1998),:R(certificate #36073)
53048,There's Something About Mary (1998),:Unrated(uncut video version)
53049,There's That Woman Again (1938),:Approved
53050,There's That Woman Again (1938),:Passed(National Board of Review)
53051,There's a Girl in My Heart (1949),:Passed(National Board of Review)
53052,There's a Girl in My Heart (1949),:Approved(PCA #14105)
53053,There's a Girl in My Soup (1970),:R(MPAA rating: certificate #22705)
53054,Theremin: An Electronic Odyssey (1993),:PG
53055,Thermopylae (2005),:Unrated
53056,These Final Hours (2013),:R
53057,These Girls (2005),:R
53058,These Glamour Girls (1939),:Passed(National Board of Review)
53059,These Glamour Girls (1939),:Approved(PCA #5524)
53060,These Hammers Don't Hurt Us (2011),:Unrated
53061,These Thousand Hills (1959),:Approved(PCA #19106)
53062,These Three (1936),:Passed(National Board of Review)
53063,These Three (1936),:Approved(PCA #2003)
53064,These Wilder Years (1956),:Approved(PCA #18058)
53065,They (2002),:PG-13
53066,They All Come Out (1939),:Passed(National Board of Review)
53067,They All Kissed the Bride (1942),:Approved
53068,They All Kissed the Bride (1942),:Passed(National Board of Review)
53069,They All Laughed (1981),:PG(certificate #26231)
53070,They Asked for It (1939),:Approved
53071,They Asked for It (1939),:Passed(National Board of Review)
53072,They Call It Sin (1932),":Approved(PCA #2639-R, 3 September 1936 for re-release)"
53073,They Call Me Bruce? (1982),:PG(certificate #26759)
53074,They Call Me Coach (2015),:G(self applied)
53075,They Call Me Macho Woman! (1991),:R
53076,They Call Me Mister Tibbs! (1970),:GP(original rating)
53077,They Call Me Mister Tibbs! (1970),:R(re-rating) (1996)
53078,They Call Me Sugar Candie (1989),:X
53079,They Came Together (2014),:R
53080,They Came by Night (1940),:Approved
53081,They Came from Beyond Space (1967),:Unrated
53082,They Came from Hell (2006),:R(self applied)
53083,They Came to Cordura (1959),:Approved(MPAA rating: certifixate #19173)
53084,They Came to Play (1971),:X(self applied)
53085,They Crawl (2001),:R
53086,They Died with Their Boots On (1941),:Approved(Certificate No 7505)
53087,They Drive by Night (1940),:Approved(PCA #6278)
53088,They Exist (2014),:R
53089,They Fly with the Fleet (1951),:Approved
53090,They Fly with the Fleet (1951),:Passed(National Board of Review)
53091,They Fought Back! (2000),:G
53092,They Gave Him a Gun (1937),:Approved(PCA #3262)
53093,They Got Me Covered (1943),:Approved(MPPDA rating: certificate #8803)
53094,They Got Me Covered (1943),:Passed(The National Board of Review)
53095,They Had to See Paris (1929),:Passed(National Board of Review)
53096,They Just Had to Get Married (1932),:Passed(National Board of Review)
53097,They Knew What They Wanted (1940),:Approved(MPPDA rating: certificate #6449)
53098,They Learned About Women (1930),:Approved
53099,They Learned About Women (1930),:Passed(National Board of Review)
53100,They Live (1988),:R(certificate #29297)
53101,They Live Again (1938),:Approved
53102,They Live Again (1938),:Passed(National Board of Review)
53103,They Live by Night (1948),:Approved(PCA #12567)
53104,They Look Like People (2015),:Unrated
53105,They Made Her a Spy (1939),:Approved(PCA #5054)
53106,They Made Me a Criminal (1939),:Approved(PCA #4701)
53107,They Made Me a Fugitive (1947),:Approved
53108,They Made Me a Killer (1946),:Passed(National Board of Review)
53109,They Made Me a Killer (1946),:Approved(PCA #11097)
53110,They Meet Again (1941),:Passed(National Board of Review)
53111,They Meet Again (1941),:Approved(PCA #7345)
53112,They Met in Argentina (1941),:Approved(PCA #6901)
53113,They Met in Bombay (1941),:Passed(National Board of Review)
53114,They Met in Bombay (1941),:Approved(PCA #7383)
53115,They Might Be Giants (1971),:G(MPAA rating: certificate #22690)
53116,They Never Come Back (1932),:Passed
53117,They Only Come Out at Night (2001),:Unrated
53118,They Only Kill Their Masters (1972),:PG
53119,They Raid by Night (1942),:Approved(PCA #8398)
53120,They Rode West (1954),":Approved(MPAA rating: certificate #16879, General Audience)"
53121,They Shall Have Music (1939),:Passed(National Board of Review)
53122,They Shall Have Music (1939),:Approved(PCA #5396)
53123,They Shall Overcome (1974),:X(self applied)
53124,They Smash Through Our Walls (2002),:Unrated
53125,They Still Call Me Bruce (1987),:PG(certificate #28588)
53126,They Stooge to Conga (1943),:Approved(certificate #8392)
53127,They Wait (2007),:R
53128,They Wanted to Marry (1937),:Approved(PCA #2815)
53129,They Went That-A-Way & That-A-Way (1978),:PG(certificate #25437)
53130,They Were Expendable (1945),:Approved(MPPDA rating: certificate #11113)
53131,They Were Expendable (1945),:Passed(The National Board of Review)
53132,They Were Sisters (1945),:Approved(PCA #11807)
53133,They Will Outlive Us All (2013),:R
53134,They Won't Believe Me (1947),:Approved(MPPDA rating: certificate #11890)
53135,They Won't Forget (1937),:Approved(PCA #3150)
53136,They're Always Caught (1938),:Approved(PCA #4479)
53137,They're Just My Friends (2006),:R
53138,They're Off (1936),:Approved
53139,They're Off (1936),:Passed(National Board of Review)
53140,They're Playing with Fire (1984),:R
53141,They're with Me (2011),:PG
53142,Thick as Thieves (1999),:R(certificate #36222)
53143,Thick as Thieves (2009/I),:R(certificate #42634)
53144,Thicker Than Water (1935),:Passed(National Board of Review)
53145,Thicker Than Water (1935),:Approved(PCA #1067)
53146,Thicker Than Water (1999),:R
53147,Thief (1981),:R(certificate #26144)
53148,Thief of Damascus (1952),:Approved
53149,Thief of Damascus (1952),:Passed(National Board of Review)
53150,Thief of Hearts (1984),:R
53151,Thief of Hearts (1984),:Unrated(laserdisc rating)
53152,Thieves (1977),:PG
53153,Thieves Fall Out (1941),:Approved(PCA #7008)
53154,Thieves Like Us (1974),:R
53155,Thieves Rush In (2008),:PG
53156,Thieves of Fortune (1990),:R
53157,Thieves' Highway (1949),:Approved(certificate #13530)
53158,Thin Ice (1937),:Approved(PCA #3439)
53159,Things Are Tough All Over (1982),:R(certificate #26647)
53160,Things Behind the Sun (2001),:R
53161,Things Change (1988),:PG
53162,Things He Never Said (2013),:R
53163,Things Never Said (2013),:R
53164,Things That Hang from Trees (2006),:R
53165,Things We Can Do Without (1953),:Passed(National Board of Review)
53166,Things We Can Do Without (1953),:Approved(PCA #16637)
53167,Things We Lost in the Fire (2007),:R(certificate #43485)
53168,Things You Can Tell Just by Looking at Her (2000),:PG-13
53169,Things You Don't Tell... (2006),:R
53170,Things to Come (1976),:R
53171,Things to Do in Denver When You're Dead (1995),:R
53172,Think Before You Pink (1969),:G(certificate #21975)
53173,Think Big (1989),:PG-13
53174,"Think Fast, Mr. Moto (1937)",:Approved(PCA #3199)
53175,Think Like a Man (2012),:PG-13(certificate #46998)
53176,Think Like a Man Too (2014),:PG-13(certificate #48733)
53177,Think Tank (2006),:PG
53178,Think or Sink (1967),:Approved(certificate #06729)
53179,Thinkin' Big (1986),:R
53180,Thinking Speed (2014),:Unrated
53181,Thinner (1996),:R(certificate #34448)
53182,Thir13en Ghosts (2001),:R(certificate #37748)
53183,Third Degree (2004),:Unrated
53184,"Third Finger, Left Hand (1940)",:Passed(National Board of Review)
53185,"Third Finger, Left Hand (1940)",:Approved(PCA #6660)
53186,Third Man on the Mountain (1959),:Approved(certificate #19125) (original rating)
53187,Third Man on the Mountain (1959),:G(re-rating) (1993)
53188,Third Option (2017),:Unrated(original rating)
53189,Third Person (2013),:R
53190,Third World Cop (1999),:R
53191,Thirst (1979),:R(certificate #25941)
53192,Thirteen (2003),:R(certificate #39428)
53193,Thirteen Conversations About One Thing (2001),:R(certificate #38139)
53194,Thirteen Days (2000),:PG-13
53195,Thirteen Erotic Ghosts (2002),:Unrated
53196,Thirteen Hours by Air (1936),:Approved
53197,Thirteen Hours by Air (1936),:Passed(National Board of Review)
53198,Thirteen Women (1932),:Passed(National Board of Review)
53199,Thirteen Women (1932),":Approved(PCA #1429-R, 14 Sepember 1935 for re-release)"
53200,Thirty Dangerous Seconds (1972),:PG
53201,Thirty Seconds Over Tokyo (1944),:Passed(National Board of Review)
53202,Thirty Seconds Over Tokyo (1944),:Approved(PCA #10248)
53203,Thirupathi Express (2014),:Unrated
53204,This Above All (1942),:Approved(PCA #8088)
53205,This Beautiful Fantastic (2016),:PG(certificate #50748)
53206,This Boy's Life (1993),:R(certificate #32126)
53207,This Christmas (2007),:PG-13
53208,This England (1941),:Approved
53209,This England (1941),:Passed(National Board of Review)
53210,This Film Is Not Yet Rated (2006),:Unrated(certificate #42371)
53211,This Film Is Not Yet Rated (2006),:NC-17(original rating) (rating surrendered)
53212,This Girl's Life (2003),:R(edited version)
53213,This Gun for Hire (1942),:Passed(National Board of Review)
53214,This Gun for Hire (1942),:Approved(PCA #7878)
53215,This Guy's in Love with U Mare! (2012),:Unrated
53216,This Is 40 (2012),:R(certificate #47554)
53217,This Is America (1977),:R
53218,This Is Cinerama (1952),:G(1973)
53219,This Is Elvis (1981),:PG(Approved No. 26283)
53220,This Is It (2009),:PG(certificate #45652)
53221,This Is John (2003),:R
53222,This Is Martin Bonner (2013),:R
53223,This Is My Affair (1937),:Approved(PCA #3200)
53224,This Is My Alaska (1969),:G
53225,This Is My Father (1998/I),:R
53226,This Is My Life (1992),:PG-13(edited for re-rating)
53227,This Is My Life (1992),:R(original rating)
53228,This Is My Love (1954),":Approved(PCA #16910, General Audience)"
53229,This Is Not a Test (2008),:R
53230,This Is Spinal Tap (1984),:R(certificate #27121)
53231,This Is Where I Leave You (2014),:R(certificate #48769)
53232,This Is Your Death (2017),:R(certificate #50963)
53233,This Is a Hijack (1973),:PG
53234,This Is the Bowery (1941),:Approved
53235,This Is the End (2013),:R(certificate #47868)
53236,This Is the Life (1915),:Passed(National Board of Review)
53237,This Is the Life (1935),:Approved
53238,This Is the Life (1935),:Passed(National Board of Review)
53239,This Is the Sea (1997),:R
53240,This Island Earth (1955),:Approved(PCA #17098)
53241,This Isn't Funny (2015),:Unrated
53242,This Land Is Mine (1943),:Approved(PCA #8904)
53243,This Love of Ours (1945),":Approved(PCA #11202, General Audience)"
53244,This Mad World (1930),:Passed(National Board of Review)
53245,This Man Is Mine (1934),:Passed(National Board of Review)
53246,This Man Is Mine (1934),":Approved(PCA #1517-R, 11 September 1935 for re-release)"
53247,This Marriage Business (1938),:Passed(National Board of Review)
53248,This Marriage Business (1938),:Approved(PCA #4073)
53249,This Means War (2012),:PG-13(edited for re-rating) (certificate #46664)
53250,This Means War (2012),:R(original rating)
53251,This Modern Age (1931),:Approved
53252,This Must Be the Place (2011),:R
53253,This Property Is Condemned (1966),:Unrated
53254,This Revolution (2005),:R
53255,This Shining Night (2012),:G
53256,This Side of Heaven (1934),:Passed(National Board of Review)
53257,This Side of the Law (1950),:Approved
53258,This Side of the Law (1950),:Passed(National Board of Review)
53259,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss (2003),:R
53260,This Stuff'll Kill Ya! (1971),:Unrated
53261,This Stuff'll Kill Ya! (1971),:GP(original rating)
53262,This Theatre and You (1948),:Approved
53263,This Thing Called Love (1940),:Passed(National Board of Review)
53264,This Thing Called Love (1940),:Approved(PCA #6846)
53265,This Time for Keeps (1942),:Passed(National Board of Review)
53266,This Time for Keeps (1942),:Approved(PCA #8033)
